Population Size,Mutation Rate,Crossover Rate,Best Fitness,Time,Iterations
400,0.14,0.87,74292.71048719464,0.103,0,"[16, 30, 48, 32, 3, 46, 21, 22, 43, 7, 36, 9, 34, 20, 15, 31, 25, 4, 41, 45, 19, 28, 18, 39, 51, 47, 13, 44, 49, 5, 2, 23, 40, 14, 26, 35, 37, 17, 12, 50, 1, 42, 33, 11, 38, 8, 10, 24, 29, 27, 0, 6]"
